File,Sample Rate (Hz),Duration (s),RMS Energy,Spectral Centroid (Hz),Spectral Bandwidth (Hz),Max Amplitude,Zero-Crossing Rate,Spectral Entropy,MFCC
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6d3a55fa-76ff-11ee-912b-c09bf4619c03.mp3,48000,3.307,0.041417755,2345.3940011313275,2769.0835191387187,0.42019936,0.0511847492966238,-3919806700.0,"[-460.29828    114.703575     8.227529    23.17785     10.34623
   11.773707    -2.1033065    1.0250782   -2.7762516   -6.5574336
    5.6330376   -7.3859353   -5.465572     1.4364998   -3.4167426
   -6.6961236   -1.4826252    0.6115222   -7.319223    -6.604891 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/3b1343a8-76ff-11ee-a249-c09bf4619c03.mp3,48000,2.867,0.056403585,2021.3650372684292,2562.0091396192934,0.53954035,0.04820733619888476,-2850290700.0,"[-428.09857    123.168915    33.26846     39.64207     -1.5932559
   -1.4533316   20.942026    13.215953     0.464613     5.1073084
    7.5260334   -4.487842    -6.5870395    0.8984353   -3.3440259
   -0.7687149   -3.14223     -2.861518     3.3672931   -5.543877 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6dae27d3-76ff-11ee-a7b8-c09bf4619c03.mp3,48000,3.627,0.03759465,2706.263522418622,2805.381991577486,0.42019936,0.07176588847140762,-4292729000.0,"[-4.5048676e+02  1.1639156e+02  3.8085866e+00  1.4066483e+01
  3.9495883e+00  1.6230761e+01 -6.2229500e+00 -9.7657710e-01
 -1.2626600e+00 -8.2311716e+00  4.3798203e+00 -7.3513160e+00
 -4.2793260e+00  1.9813700e+00 -2.9427555e+00 -7.2529297e+00
 -2.2971140e-01  1.5937046e+00 -8.1473398e+00 -6.0997224e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/69c246ba-76ff-11ee-a981-c09bf4619c03.mp3,48000,3.787,0.028448598,1844.4116601467053,2556.3246380174487,0.37168476,0.040026718311095506,-5042411000.0,"[-4.7935049e+02  9.0884972e+01  2.6473103e+01  2.1220583e+01
  1.9792097e+01  2.0261587e+01  7.0937786e+00  6.6610298e+00
  1.7331739e-01 -6.0422320e+00 -1.7964070e+00  1.9376392e+00
  1.9414492e+00 -5.1288956e-01  1.9946748e+00  4.0845809e+00
  2.3443627e+00 -2.7084908e+00 -9.3524909e-01 -7.0338595e-01]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/3622ccb6-76ff-11ee-860d-c09bf4619c03.mp3,48000,3.867,0.012165885,2888.03990760691,3272.814320482237,0.16172409,0.06997756327479339,-5138747000.0,"[-5.3507642e+02  1.1873745e+02  1.8680880e+01  3.9458149e+01
 -1.0990020e+01  1.5702944e+01 -3.2433116e+00 -1.2045604e+01
  3.7866423e+00 -1.9349185e+00 -6.3214767e-01 -7.9604638e-01
 -5.3506565e+00 -1.2807477e+00  6.0150105e-01 -4.8111539e+00
 -9.3351942e-01 -2.2679873e+00  1.1262162e+00  4.3964639e-01]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/39650ae3-76ff-11ee-81d8-c09bf4619c03.mp3,48000,2.5735,0.10442308,1740.357580701182,2463.044731114473,0.7983008,0.029252485795454544,-781758100.0,"[-2.4214366e+02  1.8403247e+02 -1.6570515e+01  4.3746304e+01
  1.1725570e+00  1.8181116e+01  2.6185243e+00 -6.0345745e+00
 -1.3110704e+00 -7.3100609e-01 -5.7951741e+00  3.2535547e-01
  3.1942219e-01  2.4445967e-01  9.4474930e-01  1.0412251e-01
  4.1970592e+00 -2.5721123e+00  1.0150966e+01 -7.8538594e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/5019aafe-76ff-11ee-b5c2-c09bf4619c03.mp3,48000,1.5535,0.044045515,1166.8909274942766,1603.3074522501063,0.2845471,0.027855441994863013,-828691650.0,"[-389.70096    211.94862     17.414146     9.770212     8.336596
    3.2974422  -15.914471    -5.2118173   10.943694    -7.2688823
   -2.9286     -10.777138    -9.711075     3.1656616   -3.7354116
    6.4178143    3.9789135   -3.5724938    6.056594    -1.916751 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/8ea321b6-76ff-11ee-8045-c09bf4619c03.mp3,48000,2.3,0.07093092,2838.904903251688,2716.2934920598323,0.9560304,0.0865749782986111,-1974933000.0,"[-363.70233     123.064926     -1.9251615    31.019272      2.9725695
    9.978774    -14.669142      7.576139      6.368694     -6.5239697
    1.1182631   -13.223989     -3.8301065     0.68764186   -1.5983251
    1.2280802    -1.6752826    -6.3086634    -0.8593839    -1.4544837 ]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/5597ac55-76ff-11ee-a473-c09bf4619c03.mp3,48000,2.827,0.015261822,3194.4708187621527,3271.8758494273534,0.28173614,0.08089131520206767,-3831191300.0,"[-5.0487430e+02  1.0720232e+02  2.5366771e+00  2.6796839e+01
 -9.2607059e+00  1.3956919e+01  1.6454152e+00  9.0835819e+00
 -1.0126628e+01 -6.6188660e+00  3.2741926e+00 -7.5338440e+00
  3.1587570e+00 -7.5589709e+00 -7.1318544e-02 -2.4097021e+00
 -3.3750312e+00  1.3607681e+00 -7.4814816e+00 -4.7215352e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/6b30c7b9-76ff-11ee-8ce1-c09bf4619c03.mp3,48000,1.4335,0.05574618,2413.739603295954,2511.238779050598,0.632535,0.05544343171296296,-1269234600.0,"[-3.6672388e+02  1.3768475e+02 -2.9873676e+01  2.2910858e+01
  2.0921883e+01  1.5837515e+01  4.0846963e+00 -2.6098008e+00
 -9.8001528e+00 -7.6069932e+00  1.4315990e+00  4.5252795e+00
 -1.7769661e+00 -5.5636482e+00 -1.7208041e+00 -2.4580225e-01
  5.8403139e+00 -3.0253942e+00 -4.8071656e+00 -1.3151460e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/84c758ff-76ff-11ee-9b88-c09bf4619c03.mp3,48000,4.307,0.01291778,2754.7652735460288,3224.6462004889554,0.13867065,0.05922706528465346,-6541364700.0,"[-5.4623352e+02  8.9054169e+01  1.9614424e+01  2.8596600e+01
 -2.9644496e+00  1.4517423e+00  3.2774606e+00  3.3349662e+00
  3.0643559e+00 -1.0760950e+00  4.1515756e+00 -5.2392262e-01
  7.5460994e-01 -3.1466361e-02 -6.0538526e+00 -3.0007095e+00
 -8.5338455e-01 -1.0297548e+00 -1.2345649e+00 -1.4533963e+00]"
/Users/daniil/Хакатоны/ЦП СВФО/1/data/ржд 1/ESC_DATASET_v1.2/hr_bot_clear/58a67d87-76ff-11ee-b746-c09bf4619c03.mp3,48000,4.187,0.00955871,1793.7712269631083,2428.0676602525778,0.12858702,0.042690442111959284,-6285852700.0,"[-5.7728436e+02  1.3443092e+02  2.0674892e+01  2.2843840e+01
  1.3480956e+01  1.4023483e+01  4.1488433e+00  5.7533059e+00
  6.1771202e+00 -9.2739618e-01 -1.2084918e+00  8.9418155e-01
  4.3804474e+00 -2.6303642e+00 -1.1544142e+00  1.6960257e-01
 -2.6039302e+00 -3.1044729e+00 -5.9885961e-01  2.2548840e+00]"
